Area,MajorAxisLength,MinorAxisLength,Eccentricity,ConvexArea,Extent,Perimeter,Class
-0.007186368228293334,0.09757694726280954,-0.023958186812480693,0.4231416366814646,-0.015709027557133555,1.1067426378437466,0.06627396602471022,1
-0.3242171863419545,-0.2090120720145583,-0.2292922188022519,0.22447639014727822,-0.3042481970320827,-0.28777679036133497,-0.1612524532199187,1
0.07829240551784027,0.09775834576355391,0.23698796652123466,0.18623906770155496,0.06211335114534699,-1.1582497434062153,0.1559446810979103,1
-1.0742857297961725,-1.2450512772202311,-0.915273485250472,-1.0696226646007352,-1.0761647146382387,0.0017114741928712692,-1.175914878387313,1
-0.21539336934582642,-0.678957893529461,0.7273535555105383,-2.409827314893785,-0.23862314479290486,1.7452589696345198,-0.3386385610690224,1
-0.9892687261363025,-0.9726991651697403,-1.088166364540881,-0.04642689393360834,-0.9772117562880648,-0.7682023639939392,-1.0382236405773384,1
-1.1624325084851626,-1.0415039556396055,-1.5683531469737064,0.4603672409286993,-1.1603925303767797,-0.6290291135673072,-1.2503486987737318,1
-0.6888616311281318,-0.8491328491246718,-0.381462565235445,-0.8362260028292022,-0.7082079426778821,0.8250657096448762,-0.8498913826714088,1
-1.1684868273939524,-0.9290312139150962,-1.6395189481202548,0.7085177885462688,-1.139801872624846,-0.027639300390466987,-1.1555722168793683,1
-0.6009200835885923,-0.5515629549573685,-0.5347461572755422,0.027844528140308616,-0.6150468737549505,-0.6574327243668259,-0.673810041289847,1
-0.18899551274775575,0.15973552272262312,-0.4435974503706775,0.8253222309749061,-0.16507105744779788,-0.4729207468465173,0.03800402589464332,1
-1.1308012575761042,-1.117590920365704,-1.3518011644384518,0.03009145404669615,-1.1329792232147895,-0.045653956969617014,-1.268341318716889,1
-1.1380869633815969,-1.3306740685305325,-1.0543197370110513,-1.0818847875399167,-1.1302305299272846,-0.1619119255867402,-1.32362029020587,1
-0.2825039552161402,-0.7939285847618546,0.7379952059524371,-3.0017024791294693,-0.30294747610138845,1.3625818025654086,-0.4500407647024523,1
-0.3498454261295858,-0.371913272725978,-0.13270338591383235,-0.13794901637220985,-0.35289025145917713,-0.3616558461959405,-0.29668867447394626,1
-1.39144481737824,-1.4605043243780909,-1.7369434067515597,-0.156953080230638,-1.3594273746773526,-0.3360388224993082,-1.514894668577825,1
-0.5934804544210116,-0.24011228702421572,-0.960816869622819,0.8561930072907392,-0.6078315538752502,1.071599259191372,-0.5023958897655699,1
-0.5911202962023309,-0.6608225299354541,-0.3750049861286706,-0.388491369236114,-0.6006162339955501,-0.08439444341970329,-0.6739379595709785,1
-1.1418324318590685,-1.0920478248729717,-1.434657443545356,0.1979080693790243,-1.140513587851075,0.2681637012742868,-1.2836659287964463,1
-0.4388131294163779,-0.10546961136070118,-0.7584313042206121,0.8226288577983096,-0.4619544744026724,0.5345796436460959,-0.3822404208947114,1
-0.4637743679682951,-0.6618316405280936,-0.03920898510881263,-0.8904705204377831,-0.47456901323997136,0.6529115856339746,-0.4766075642894541,1
-0.7813695717429451,-0.8661805529337785,-0.6413863996625392,-0.46513738119512466,-0.7809501471793492,0.45100278339239763,-0.8685089747880942,1
-0.14818016790078742,-0.29158220530892415,0.2771282777205312,-0.4915659517818969,-0.1658809402914377,-0.24575623352982484,-0.21764979596679257,1
-0.6811911169174194,-1.115990757583152,0.38373454368907894,-4.00792711626345,-0.6492337465182918,-1.0462918777832244,-0.7095357898058661,1
0.2173621631642359,0.13972995385654302,0.41488301926411314,0.07296316503149447,0.16391317040043665,0.08513022742672421,0.05852942780420471,1
-0.31257031861063855,-0.5407029466522375,0.17956206887099055,-0.9185392142206282,-0.33605450507321005,0.5009394325381831,-0.3900434360437345,1
-0.3754993198108984,-0.7836012069627256,0.430875914579837,-2.1872187356811184,-0.40840403910503364,1.482619238183509,-0.5680764449145597,1
-0.6915552899646696,-0.8106024241129696,-0.4608070417314527,-0.6079871917905885,-0.7042076122683885,-0.017217860220702083,-0.7357261441655382,1
-0.1740136388378692,-0.7172495822515487,0.8637214607160593,-2.929128564789087,-0.2118970109527909,1.0863271648107968,-0.37293162483636855,1
-0.7157982194935101,-0.6237616389526552,-0.6322136914003045,0.019827664538878007,-0.6856048487690254,0.8349094388527881,-0.6692634600976293,1
0.024137035956589357,-0.009999043817654877,0.22421640396084508,0.0494895990153762,-0.011561445721523586,0.9834783893396042,-0.011072736363475152,1
-1.179954117869499,-1.0640383861482152,-1.5892870521840237,0.44945547142760317,-1.1620122960640593,-0.03861560282149916,-1.2324364846072862,1
-0.32003560167190054,-0.5751384265544728,0.22775170083976976,-1.0860040446133652,-0.3348764936642794,0.4411016049536959,-0.32935169385887386,1
-0.6722379080226413,-0.6962727537527548,-0.5733530441569278,-0.191640814535318,-0.6819971888291753,0.8855356284728652,-0.7069664597591386,1
-1.0614844368491974,-1.5270065251332385,-0.3719153597819831,-4.5678279153343935,-1.053119866451033,-0.28610217335352284,-1.1753666571824637,1
